rank,species,estimable_folds,conditional_concordance,direction_vs_null
508,Carex appressa,5,0.641884711779,above_0.5
509,Santalum lanceolatum,4,0.642095825274,above_0.5
510,Gyrocarpus americanus,4,0.642240800430,above_0.5
511,Ipomoea eriocarpa,3,0.642287784679,above_0.5
512,Ficus platypoda,5,0.642619047619,above_0.5
513,Achyranthes aspera,5,0.642851370851,above_0.5
514,Dracaena angustifolia,2,0.642857142857,above_0.5
515,Polycarpaea corymbosa,3,0.643055555556,above_0.5
516,Vincetoxicum carnosum,5,0.643424375998,above_0.5
517,Mimusops elengi,4,0.643474990178,above_0.5
518,Capparis lucida,3,0.643817636344,above_0.5
519,Lilaeopsis polyantha,5,0.643884582257,above_0.5
520,Olearia ramulosa,5,0.643972609636,above_0.5
521,Frankenia pauciflora,5,0.645035321372,above_0.5
522,Austrostipa stipoides,5,0.645081028448,above_0.5
523,Microtis unifolia,4,0.645731959979,above_0.5
524,Pandanus tectorius,4,0.645859440267,above_0.5
525,Schoenus nitens,4,0.646288029101,above_0.5
526,Drynaria rigidula,3,0.646336553945,above_0.5
527,Pterostylis nana,4,0.647578347578,above_0.5
528,Chrysocephalum apiculatum,5,0.648125996810,above_0.5
529,Vitex acuminata,4,0.648134157509,above_0.5
530,Amperea xiphoclada,4,0.648989898990,above_0.5
531,Wollastonia biflora,4,0.649596533629,above_0.5
532,Vitex rotundifolia,4,0.649940987869,above_0.5
533,Fimbristylis polytrichoides,5,0.651024910378,above_0.5
534,Eriachne ciliata,4,0.651041666667,above_0.5
535,Thuarea involuta,3,0.651083956398,above_0.5
536,Colubrina asiatica,3,0.651181897371,above_0.5
537,Petalostigma pubescens,5,0.651251429038,above_0.5
538,Cullen badocanum,5,0.651681678591,above_0.5
539,Terminalia muelleri,3,0.652182153723,above_0.5
540,Dichelachne crinita,5,0.652206572770,above_0.5
541,Corymbia disjuncta,3,0.652298850575,above_0.5
542,Phragmites australis,4,0.652828652829,above_0.5
543,Hibbertia oblongata,2,0.653225806452,above_0.5
544,Pterostylis nutans,4,0.653323187048,above_0.5
545,Pittosporum phillyreoides,4,0.653494623656,above_0.5
546,Heteropogon contortus,5,0.653514066852,above_0.5
547,Breynia oblongifolia,4,0.653612531969,above_0.5
548,Triglochin calcitrapa,1,0.653846153846,above_0.5
549,Leptecophylla juniperina,4,0.654867974443,above_0.5
550,Selliera radicans,4,0.654869595865,above_0.5
551,Pellaea falcata,4,0.654875621891,above_0.5
552,Distimake quinatus,4,0.655338541667,above_0.5
553,Einadia nutans,4,0.656031020132,above_0.5
554,Fimbristylis spec.,4,0.656037058279,above_0.5
555,Cotula cotuloides,3,0.656105588821,above_0.5
556,Dendrophthoe glabrescens,3,0.656250000000,above_0.5
557,Asparagus racemosus,4,0.658244716651,above_0.5
558,Eremophila glabra,4,0.658431372549,above_0.5
559,Distichlis distichophylla,5,0.658701409425,above_0.5
560,Premna serratifolia,3,0.658927303409,above_0.5
561,Rubus anglocandicans,3,0.660984848485,above_0.5
562,Melaleuca ericifolia,4,0.661428697873,above_0.5
563,Juncus planifolius,4,0.661485444380,above_0.5
564,Spermacoce spec.,4,0.661799771850,above_0.5
565,Cayratia acris,3,0.662344690650,above_0.5
566,Fimbristylis schultzii,4,0.662916666667,above_0.5
567,Drynaria quercifolia,2,0.664130434783,above_0.5
568,Ficus obliqua,4,0.664176587302,above_0.5
569,Amaranthus interruptus,5,0.664383566842,above_0.5
570,Suriana maritima,3,0.664791267111,above_0.5
571,Sophora tomentosa,4,0.665633926890,above_0.5
572,Themeda triandra,5,0.665719068667,above_0.5
573,Crotalaria retusa,4,0.666177541178,above_0.5
574,Eustrephus latifolius,4,0.666666666667,above_0.5
575,Senecio linearifolius,4,0.667725630572,above_0.5
576,Crassula sieberiana,5,0.668949374278,above_0.5
577,Semecarpus australiensis,2,0.669354838710,above_0.5
578,Glycine tomentella,4,0.669578844427,above_0.5
579,Grewia oxyphylla,4,0.669791666667,above_0.5
580,Excoecaria agallocha,4,0.670027338109,above_0.5
581,Stylidium graminifolium,4,0.670033242337,above_0.5
582,Brachyscome iberidifolia,3,0.670103092784,above_0.5
583,Brachyscome diversifolia,4,0.670105820106,above_0.5
584,Leichhardtia rostrata,2,0.670454545455,above_0.5
585,Ampelocissus acetosa,4,0.670852263775,above_0.5
586,Acacia melanoxylon,4,0.671093750000,above_0.5
587,Bridelia tomentosa,4,0.671410183066,above_0.5
588,Cotula vulgaris,4,0.671448056116,above_0.5
589,Casuarina equisetifolia,4,0.671771256784,above_0.5
590,Abrus precatorius,5,0.672257889923,above_0.5
591,Scleranthus pungens,3,0.672280701754,above_0.5
592,Senecio minimus,5,0.673134759977,above_0.5
593,Roepera fruticulosa,3,0.673333333333,above_0.5
594,Trema tomentosa,5,0.674067460317,above_0.5
595,Utricularia chrysantha,4,0.674176929392,above_0.5
596,Acacia suaveolens,5,0.674408924409,above_0.5
597,Cyrtostylis reniformis,4,0.674718012418,above_0.5
598,Rhagodia preissii,4,0.675054112554,above_0.5
599,Acacia verticillata,4,0.675176711310,above_0.5
600,Calandrinia granulifera,4,0.675353925354,above_0.5
601,Lophostemon grandiflorus,3,0.675499955161,above_0.5
602,Bombax ceiba,4,0.677498812228,above_0.5
603,Aegialitis annulata,5,0.677584194797,above_0.5
604,Ficus aculeata,4,0.677767857143,above_0.5
605,Persoonia falcata,4,0.678038542885,above_0.5
606,Osbornia octodonta,4,0.678162931839,above_0.5
607,Acacia rostellifera,2,0.678571428571,above_0.5
608,Exocarpos latifolius,5,0.679662010596,above_0.5
609,Parietaria cardiostegia,2,0.680555555556,above_0.5
610,Anthocercis viscosa,1,0.681818181818,above_0.5
611,Epacris impressa,4,0.682161214953,above_0.5
612,Tephrosia brachyodon,4,0.682680014990,above_0.5
613,Gymnanthera oblonga,4,0.683933332134,above_0.5
614,Tacca leontopetaloides,4,0.684034577192,above_0.5
615,Gonocarpus leptothecus,4,0.684057971014,above_0.5
616,Malaisia scandens,5,0.684150906853,above_0.5
617,Ischaemum australe,5,0.684454844007,above_0.5
618,Cansjera leptostachya,4,0.684616306134,above_0.5
619,Leptospermum scoparium,4,0.685172915320,above_0.5
620,Ficus brachypoda,4,0.685956790123,above_0.5
621,Garuga floribunda,4,0.686520227560,above_0.5
622,Olearia phlogopappa,4,0.686824077457,above_0.5
623,Lepturus repens,4,0.687111801242,above_0.5
624,Cochlospermum gillivraei,3,0.688140279784,above_0.5
625,Dioscorea transversa,5,0.688980967577,above_0.5
626,Premna acuminata,4,0.689067296340,above_0.5
627,Acacia myrtifolia,3,0.689668174962,above_0.5
628,Notelaea longifolia,3,0.689958592133,above_0.5
629,Cheilanthes caudata,2,0.690000000000,above_0.5
630,Corymbia cadophora,2,0.690000000000,above_0.5
631,Ptilotus villosiflorus,3,0.690602836879,above_0.5
632,Diplocyclos palmatus,3,0.690796485261,above_0.5
633,Vincetoxicum flexuosum,4,0.692030332959,above_0.5
634,Wrightia saligna,2,0.692307692308,above_0.5
635,Sorghum plumosum,5,0.694366744367,above_0.5
636,Eremophila deserti,3,0.694727891156,above_0.5
637,Eleocharis geniculata,5,0.695367647059,above_0.5
638,Harrisonia brownii,4,0.695648604269,above_0.5
639,Gomphrena canescens,3,0.696248196248,above_0.5
640,Murraya paniculata,5,0.696249059877,above_0.5
641,Causonis trifolia,4,0.696728862876,above_0.5
642,Zealandia pustulata,4,0.697872899160,above_0.5
643,Oplismenus hirtellus,4,0.697965116279,above_0.5
644,Sesbania cannabina,4,0.698724376114,above_0.5
645,Clerodendrum floribundum,5,0.699075468255,above_0.5
646,Tabernaemontana orientalis,4,0.699106083856,above_0.5
647,Syzygium smithii,3,0.700100553042,above_0.5
648,Pandanus spiralis,4,0.702347194859,above_0.5
649,Callicarpa candicans,4,0.703091613248,above_0.5
650,Gompholobium subulatum,3,0.703962703963,above_0.5
651,Vigna radiata,5,0.705279698135,above_0.5
652,Pomaderris apetala,4,0.706459948320,above_0.5
653,Anisomeles inodora,4,0.706536891017,above_0.5
654,Planchonella obovata,3,0.706906596935,above_0.5
655,Antidesma ghaesembilla,4,0.708205166225,above_0.5
656,Celtis philippensis,4,0.708485772358,above_0.5
657,Mnesithea rottboellioides,4,0.709694905280,above_0.5
658,Sersalisia sericea,4,0.710213076022,above_0.5
659,Acacia plectocarpa,4,0.711336996337,above_0.5
660,Aotus ericoides,4,0.711767831838,above_0.5
661,Byblis liniflora,3,0.712668076339,above_0.5
662,Terminalia canescens,4,0.713834776335,above_0.5
663,Timonius timon,5,0.714589076701,above_0.5
664,Corchorus sidoides,5,0.715333333333,above_0.5
665,Planchonia careya,5,0.716263931104,above_0.5
666,Cassytha capillaris,3,0.716352934644,above_0.5
667,Grewia breviflora,4,0.717614206827,above_0.5
668,Banksia marginata,4,0.718811435125,above_0.5
669,Nitraria billardierei,5,0.719057917279,above_0.5
670,Dianella caerulea,4,0.719156167109,above_0.5
671,Dillwynia glaberrima,4,0.719161184211,above_0.5
672,Cartonema spicatum,4,0.719259259259,above_0.5
673,Phyllanthus maderaspatensis,4,0.719403536079,above_0.5
674,Podolepis rugata,3,0.719579621816,above_0.5
675,Rhizophora stylosa,4,0.721057369391,above_0.5
676,Diospyros humilis,3,0.721295835407,above_0.5
677,Boerhavia dominii,4,0.722064393939,above_0.5
678,Acanthocarpus preissii,4,0.722095585083,above_0.5
679,Scaevola taccada,4,0.722297550988,above_0.5
680,Crassula decumbens,4,0.724521520147,above_0.5
681,Eucalyptus globulus,2,0.724568965517,above_0.5
682,Astroloma humifusum,2,0.725000000000,above_0.5
683,Allocasuarina monilifera,3,0.725115740741,above_0.5
684,Cyperus conicus,5,0.725218357854,above_0.5
685,Galium australe,4,0.726548672566,above_0.5
686,Commelina undulata,3,0.727741935484,above_0.5
687,Cymbopogon bombycinus,5,0.727772050660,above_0.5
688,Geranium potentilloides,3,0.727777777778,above_0.5
689,Tephrosia laxa,3,0.728785103785,above_0.5
690,Stenocarpus acacioides,4,0.729563492063,above_0.5
691,Geijera linearifolia,2,0.729838709677,above_0.5
692,Einadia hastata,2,0.730113636364,above_0.5
693,Monotoca elliptica,4,0.730158750619,above_0.5
694,Austrostipa eremophila,2,0.731150793651,above_0.5
695,Hypolaena fastigiata,3,0.731381733021,above_0.5
696,Acaena novae-zelandiae,5,0.731580120086,above_0.5
697,Trichodesma zeylanicum,4,0.732051282051,above_0.5
698,Aristida holathera,5,0.733445673299,above_0.5
699,Sambucus gaudichaudiana,4,0.733814171314,above_0.5
700,Ludwigia octovalvis,5,0.733825757576,above_0.5
701,Jasminum molle,3,0.734126984127,above_0.5
702,Scleranthus biflorus,2,0.736111111111,above_0.5
703,Senecio biserratus,5,0.737756703728,above_0.5
704,Gonocarpus teucrioides,3,0.738034188034,above_0.5
705,Cyperus gracilis,4,0.738657407407,above_0.5
706,Dianella tasmanica,3,0.744444444444,above_0.5
707,Dicksonia antarctica,3,0.744444444444,above_0.5
708,Commelina cyanea,4,0.745272435897,above_0.5
709,Ptilotus conicus,3,0.745625000000,above_0.5
710,Ozothamnus turbinatus,4,0.747025490038,above_0.5
711,Buchanania obovata,3,0.747354497354,above_0.5
712,Plectranthus parviflorus,3,0.749126984127,above_0.5
713,Afrohybanthus aurantiacus,4,0.750000000000,above_0.5
714,Eragrostis dielsii,2,0.750000000000,above_0.5
715,Eurychorda complanata,2,0.750000000000,above_0.5
716,Pimelea microcephala,2,0.750000000000,above_0.5
717,Roepera similis,2,0.750000000000,above_0.5
718,Terminalia ferdinandiana,3,0.750000000000,above_0.5
719,Melhania oblongifolia,5,0.753370085514,above_0.5
720,Acacia holosericea,4,0.753390088173,above_0.5
721,Nicotiana occidentalis,4,0.753905597327,above_0.5
722,Trichosanthes cucumerina,3,0.754059829060,above_0.5
723,Oldenlandia galioides,4,0.754735644258,above_0.5
724,Mallotus nesophilus,5,0.755370967742,above_0.5
725,Cyperus microcephalus,4,0.756414473684,above_0.5
726,Carpobrotus glaucescens,4,0.756994047619,above_0.5
727,Hydrocotyle sibthorpioides,4,0.757195340502,above_0.5
728,Vitex glabrata,4,0.762848932677,above_0.5
729,Acacia mucronata,4,0.763888888889,above_0.5
730,Stephania japonica,4,0.766566001401,above_0.5
731,Exocarpos strictus,1,0.766666666667,above_0.5
732,Drosera peltata,3,0.767752715121,above_0.5
733,Cochlospermum fraseri,4,0.769642857143,above_0.5
734,Vigna lanceolata,4,0.770833333333,above_0.5
735,Lepidosperma concavum,4,0.772798742138,above_0.5
736,Schoenus apogon,4,0.774891254579,above_0.5
737,Hibiscus geranioides,4,0.775883256528,above_0.5
738,Arivela tetrandra,3,0.777652851264,above_0.5
739,Tacca maculata,2,0.778985507246,above_0.5
740,Ozothamnus ferrugineus,4,0.779139610390,above_0.5
741,Pluchea rubelliflora,4,0.781250000000,above_0.5
742,Denhamia obscura,4,0.781527777778,above_0.5
743,Hibiscus leptocladus,4,0.782227032227,above_0.5
744,Corymbia tessellaris,4,0.785256410256,above_0.5
745,Lepidium lyratogynum,3,0.785714285714,above_0.5
746,Corymbia polycarpa,4,0.787067099567,above_0.5
747,Manilkara kauki,3,0.787158796573,above_0.5
748,Acacia gonocarpa,4,0.787202380952,above_0.5
749,Xanthostemon paradoxus,4,0.787220843672,above_0.5
750,Euphorbia chamissonis,3,0.790877221462,above_0.5
751,Pterocaulon serrulatum,4,0.791369047619,above_0.5
752,Cyperus aquatilis,5,0.791599053414,above_0.5
753,Diospyros hebecarpa,1,0.791666666667,above_0.5
754,Boerhavia fistulosa,3,0.795010674835,above_0.5
755,Croton habrophyllus,4,0.795194892473,above_0.5
756,Correa alba,5,0.795224596249,above_0.5
757,Nicotiana rotundifolia,3,0.795751633987,above_0.5
758,Neptunia gracilis,4,0.796653125457,above_0.5
759,Ludwigia perennis,4,0.799621212121,above_0.5
760,Euphorbia drummondii,1,0.800000000000,above_0.5
761,Eucalyptus miniata,4,0.800864624506,above_0.5
762,Pittosporum undulatum,3,0.803884711779,above_0.5
763,Erythrophleum chlorostachys,4,0.803929765886,above_0.5
764,Polystichum proliferum,2,0.804259634888,above_0.5
765,Kennedia rubicunda,3,0.804924242424,above_0.5
766,Brachychiton diversifolius,4,0.805654761905,above_0.5
767,Myoporum boninense,4,0.805893759019,above_0.5
768,Dolichandrone heterophylla,4,0.806788793103,above_0.5
769,Strychnos lucida,4,0.807738095238,above_0.5
770,Lagenophora stipitata,3,0.808045977011,above_0.5
771,Triodia microstachya,4,0.808442265795,above_0.5
772,Terminalia carpentariae,2,0.809475806452,above_0.5
773,Tarenna pentamera,4,0.811699507389,above_0.5
774,Dendrophthoe acacioides,2,0.812500000000,above_0.5
775,Atriplex muelleri,2,0.813725490196,above_0.5
776,Rumohra adiantiformis,3,0.813915012191,above_0.5
777,Hakea arborescens,4,0.814467766117,above_0.5
778,Microstachys chamaelea,4,0.815595238095,above_0.5
779,Stemodia lythrifolia,4,0.818046536797,above_0.5
780,Canavalia papuana,4,0.821300673634,above_0.5
781,Drosera auriculata,3,0.822222222222,above_0.5
782,Calytrix exstipulata,4,0.823484848485,above_0.5
783,Sorghum stipoideum,3,0.826388888889,above_0.5
784,Cyclophyllum maritimum,1,0.827586206897,above_0.5
785,Coprosma quadrifida,3,0.828282828283,above_0.5
786,Banksia integrifolia,3,0.832724609561,above_0.5
787,Commelina diffusa,3,0.833333333333,above_0.5
788,Eucalyptus viminalis,3,0.833333333333,above_0.5
789,Colobanthus apetalus,4,0.833593750000,above_0.5
790,Leucopogon ericoides,3,0.835485606672,above_0.5
791,Erythrina insularis,1,0.838709677419,above_0.5
792,Adenia heterophylla,4,0.838850732601,above_0.5
793,Dicliptera armata,3,0.839788359788,above_0.5
794,Acacia tumida,2,0.846250000000,above_0.5
795,Grevillea agrifolia,3,0.846957671958,above_0.5
796,Grevillea heliosperma,2,0.852777777778,above_0.5
797,Carex thecata,1,0.854166666667,above_0.5
798,Dodonaea hispidula,4,0.855263157895,above_0.5
799,Tephrosia phaeosperma,3,0.856250224764,above_0.5
800,Gymnosporia inermis,1,0.857142857143,above_0.5
801,Boronia wilsonii,2,0.861111111111,above_0.5
802,Templetonia hookeri,2,0.861111111111,above_0.5
803,Corymbia confertiflora,2,0.863756613757,above_0.5
804,Trachymene didiscoides,2,0.866666666667,above_0.5
805,Abutilon cunninghamii,2,0.875000000000,above_0.5
806,Pavetta kimberleyana,3,0.879093129093,above_0.5
807,Rhizophora apiculata,2,0.880952380952,above_0.5
808,Adansonia gregorii,3,0.881521739130,above_0.5
809,Secamone timorensis,3,0.883357279693,above_0.5
810,Buchnera asperata,3,0.890831964970,above_0.5
811,Eriachne sulcata,3,0.891287878788,above_0.5
812,Senecio glomeratus,3,0.898706896552,above_0.5
813,Cassinia aculeata,3,0.899719887955,above_0.5
814,Pittosporum bicolor,1,0.900000000000,above_0.5
815,Ficus atricha,3,0.901709401709,above_0.5
816,Corymbia greeniana,3,0.902777777778,above_0.5
817,Acacia stigmatophylla,3,0.903071083506,above_0.5
818,Glycosmis macrophylla,3,0.905193236715,above_0.5
819,Ptilotus giganteus,3,0.906160968661,above_0.5
820,Triodia bitextura,3,0.906400208986,above_0.5
821,Senna goniodes,1,0.913043478261,above_0.5
822,Lepidium puberulum,3,0.918803418803,above_0.5
823,Petalostigma quadriloculare,2,0.919354838710,above_0.5
824,Grevillea refracta,3,0.921805555556,above_0.5
825,Boronia anemonifolia,3,0.927083333333,above_0.5
826,Tasmannia lanceolata,1,0.928571428571,above_0.5
827,Triodia bynoei,3,0.929487179487,above_0.5
828,Cenchrus elymoides,3,0.933468013468,above_0.5
829,Eryngium vesiculosum,1,0.937500000000,above_0.5
830,Calytrix brownii,2,0.938172043011,above_0.5
831,Acacia retinervis,3,0.950396825397,above_0.5
832,Westringia fruticosa,2,0.967267706303,above_0.5
833,Acacia aulacocarpa,1,0.967741935484,above_0.5
834,Corymbia ferruginea,2,0.978260869565,above_0.5
835,Drymophila cyanocarpa,2,0.990740740741,above_0.5
836,Acaena pallida,2,1.000000000000,above_0.5
837,Austrostipa crinita,1,1.000000000000,above_0.5
838,Blechnum wattsii,2,1.000000000000,above_0.5
839,Diplolaena grandiflora,1,1.000000000000,above_0.5
840,Gahnia grandis,2,1.000000000000,above_0.5
841,Leptospermum glaucescens,1,1.000000000000,above_0.5
842,Melaleuca squarrosa,2,1.000000000000,above_0.5
843,Monotoca glauca,2,1.000000000000,above_0.5
844,Proiphys amboinensis,2,1.000000000000,above_0.5
845,Rhagodia latifolia,1,1.000000000000,above_0.5
